task_id,project_id,account_id,assigned_user_id,created_date,completed_date,status
T39221,P20788,A1094,U10289,2026-06-28,,In Progress
T39222,P20788,A1094,U10289,2026-04-03,,In Progress
T39223,P20788,A1094,U10289,2026-05-14,2026-05-22,Completed
T39224,P20788,A1094,U10289,2026-03-19,,Open
T39225,P20789,A1094,U10289,2026-03-29,,Open
T39226,P20789,A1094,U10289,2026-03-15,,In Progress
T39227,P20789,A1094,U10289,2026-01-09,,In Progress
T39228,P20789,A1094,U10289,2026-01-10,,Open
T39229,P20790,A1095,U10290,2026-06-01,,Open
T39230,P20790,A1095,U10290,2026-06-08,2026-06-16,Completed
T39231,P20790,A1095,U10290,2026-04-15,2026-04-26,Completed
T39232,P20790,A1095,U10290,2026-03-12,,Open
T39233,P20790,A1095,U10290,2026-04-19,2026-05-02,Completed
T39234,P20790,A1095,U10290,2026-06-18,,Open
T39235,P20791,A1095,U10290,2026-03-18,,In Progress
T39236,P20791,A1095,U10290,2026-03-11,2026-03-28,Completed
T39237,P20791,A1095,U10290,2026-04-10,,Open
T39238,P20791,A1095,U10290,2026-05-03,,In Progress
T39239,P20791,A1095,U10290,2026-02-23,2026-03-01,Completed
T39240,P20791,A1095,U10290,2026-04-18,2026-05-04,Completed
T39241,P20791,A1095,U10290,2026-03-26,2026-04-03,Completed
T39242,P20791,A1095,U10290,2026-02-11,2026-02-13,Completed
T39243,P20791,A1095,U10290,2026-03-01,,In Progress
T39244,P20791,A1095,U10290,2026-02-18,2026-02-28,Completed
T39245,P20791,A1095,U10290,2026-05-01,,Open
T39246,P20791,A1095,U10290,2026-03-31,,In Progress
T39247,P20791,A1095,U10290,2026-05-29,2026-06-16,Completed
T39248,P20791,A1095,U10290,2026-03-30,,In Progress
T39249,P20792,A1095,U10290,2025-12-21,,Open
T39250,P20792,A1095,U10290,2026-03-25,2026-04-06,Completed
T39251,P20793,A1095,U10290,2026-04-28,,Open
T39252,P20793,A1095,U10290,2026-05-26,2026-06-10,Completed
T39253,P20793,A1095,U10290,2026-03-02,,In Progress
T39254,P20794,A1095,U10290,2026-03-28,2026-04-16,Completed
T39255,P20794,A1095,U10290,2026-05-07,,In Progress
T39256,P20794,A1095,U10290,2026-04-10,,In Progress
T39257,P20794,A1095,U10290,2026-02-28,2026-03-03,Completed
T39258,P20794,A1095,U10290,2026-02-28,2026-03-20,Completed
T39259,P20794,A1095,U10290,2026-04-05,,In Progress
T39260,P20794,A1095,U10290,2026-03-28,2026-04-14,Completed
T39261,P20794,A1095,U10290,2026-04-09,2026-04-23,Completed
T39262,P20795,A1095,U10290,2026-07-17,2026-07-26,Completed
T39263,P20795,A1095,U10290,2026-04-04,2026-04-19,Completed
T39264,P20795,A1095,U10290,2026-04-07,2026-04-09,Completed
T39265,P20796,A1096,U10291,2026-02-11,2026-02-24,Completed
T39266,P20796,A1096,U10291,2026-04-16,,Open
T39267,P20797,A1096,U10291,2026-03-07,2026-03-11,Completed
T39268,P20797,A1096,U10291,2026-05-02,,Open
T39269,P20797,A1096,U10291,2026-03-26,2026-04-13,Completed
T39270,P20797,A1096,U10291,2026-03-13,2026-03-30,Completed
T39271,P20797,A1096,U10291,2026-02-27,2026-03-13,Completed
T39272,P20797,A1096,U10291,2026-03-19,2026-03-29,Completed
T39273,P20797,A1096,U10291,2026-04-30,2026-05-17,Completed
T39274,P20797,A1096,U10291,2026-05-24,2026-06-01,Completed
T39275,P20798,A1096,U10291,2026-03-27,2026-04-12,Completed
T39276,P20798,A1096,U10291,2026-04-29,2026-05-08,Completed
T39277,P20798,A1096,U10291,2026-04-13,,In Progress
T39278,P20798,A1096,U10291,2026-01-17,,In Progress
T39279,P20798,A1096,U10291,2026-02-01,2026-02-03,Completed
T39280,P20798,A1096,U10291,2026-05-06,2026-05-16,Completed
T39281,P20798,A1096,U10291,2026-05-04,,Open
T39282,P20798,A1096,U10291,2026-03-02,,Open
T39283,P20798,A1096,U10291,2026-05-10,2026-05-24,Completed
T39284,P20798,A1096,U10291,2026-04-20,,Open
T39285,P20798,A1096,U10291,2026-05-08,2026-05-14,Completed
T39286,P20798,A1096,U10291,2026-02-07,2026-02-17,Completed
T39287,P20798,A1096,U10291,2026-03-15,,In Progress
T39288,P20799,A1096,U10291,2026-02-17,,In Progress
T39289,P20799,A1096,U10291,2026-03-18,,In Progress
T39290,P20799,A1096,U10291,2026-03-06,2026-03-16,Completed
T39291,P20799,A1096,U10291,2026-02-13,2026-02-21,Completed
T39292,P20799,A1096,U10291,2026-02-20,,Open
T39293,P20799,A1096,U10291,2026-04-06,2026-04-06,Completed
T39294,P20800,A1097,U10292,2026-01-10,,Open
T39295,P20800,A1097,U10292,2026-01-08,,Open
T39296,P20800,A1097,U10292,2026-03-16,,In Progress
T39297,P20800,A1097,U10292,2026-02-14,2026-02-27,Completed
T39298,P20800,A1097,U10292,2026-02-12,2026-02-27,Completed
T39299,P20800,A1097,U10292,2026-04-05,2026-04-06,Completed
T39300,P20800,A1097,U10292,2026-04-09,,In Progress
T39301,P20800,A1097,U10292,2026-03-01,,In Progress
T39302,P20800,A1097,U10292,2025-12-31,2026-01-16,Completed
T39303,P20800,A1097,U10292,2026-02-09,2026-02-09,Completed
T39304,P20800,A1097,U10292,2026-03-06,,In Progress
T39305,P20800,A1097,U10292,2026-02-17,,In Progress
T39306,P20800,A1097,U10292,2025-12-28,,In Progress
T39307,P20800,A1097,U10292,2026-02-26,2026-03-08,Completed
T39308,P20800,A1097,U10292,2026-04-04,2026-04-21,Completed
T39309,P20801,A1097,U10292,2026-02-21,2026-03-02,Completed
T39310,P20801,A1097,U10292,2026-03-04,2026-03-14,Completed
T39311,P20801,A1097,U10292,2026-03-12,2026-03-14,Completed
T39312,P20801,A1097,U10292,2026-03-25,,In Progress
T39313,P20802,A1097,U10292,2026-01-30,2026-02-17,Completed
T39314,P20802,A1097,U10292,2026-02-01,2026-02-18,Completed
T39315,P20802,A1097,U10292,2026-04-30,2026-05-03,Completed
T39316,P20802,A1097,U10292,2026-03-30,,In Progress
T39317,P20802,A1097,U10292,2026-02-10,,Open
T39318,P20802,A1097,U10292,2026-05-03,,Open
T39319,P20802,A1097,U10292,2026-03-27,2026-03-29,Completed
T39320,P20803,A1097,U10292,2026-05-17,,Open
T39321,P20803,A1097,U10292,2026-07-01,,In Progress
T39322,P20803,A1097,U10292,2026-05-03,2026-05-22,Completed
T39323,P20803,A1097,U10292,2026-05-27,,Open
T39324,P20803,A1097,U10292,2026-03-29,,Open
T39325,P20803,A1097,U10292,2026-06-09,,In Progress
T39326,P20803,A1097,U10292,2026-03-14,,Open
T39327,P20803,A1097,U10292,2026-06-11,,In Progress
T39328,P20804,A1097,U10292,2026-04-14,2026-04-27,Completed
T39329,P20804,A1097,U10292,2026-05-01,,In Progress
T39330,P20804,A1097,U10292,2026-02-21,2026-03-07,Completed
T39331,P20804,A1097,U10292,2026-03-15,,Open
T39332,P20804,A1097,U10292,2026-05-10,2026-05-14,Completed
T39333,P20804,A1097,U10292,2026-04-10,2026-04-20,Completed
T39334,P20805,A1097,U10292,2026-01-28,2026-02-02,Completed
T39335,P20805,A1097,U10292,2026-04-11,2026-04-29,Completed
T39336,P20806,A1097,U10292,2026-03-21,2026-04-04,Completed
T39337,P20806,A1097,U10292,2026-04-14,,In Progress
T39338,P20806,A1097,U10292,2026-05-16,,In Progress
T39339,P20806,A1097,U10292,2026-05-05,2026-05-18,Completed
T39340,P20806,A1097,U10292,2026-05-30,,Open
T39341,P20806,A1097,U10292,2026-02-08,,In Progress
T39342,P20807,A1098,U10294,2026-04-18,2026-05-06,Completed
T39343,P20807,A1098,U10293,2026-04-04,2026-04-04,Completed
T39344,P20807,A1098,U10293,2026-05-16,,Open
T39345,P20807,A1098,U10294,2026-06-12,,In Progress
T39346,P20807,A1098,U10296,2026-04-16,,Open
T39347,P20807,A1098,U10294,2026-02-28,2026-02-28,Completed
T39348,P20807,A1098,U10294,2026-03-26,,In Progress
T39349,P20807,A1098,U10294,2026-04-08,,Open
T39350,P20808,A1098,U10294,2026-05-05,,Open
T39351,P20808,A1098,U10296,2026-03-31,2026-04-08,Completed
T39352,P20808,A1098,U10293,2026-06-29,,In Progress
T39353,P20808,A1098,U10294,2026-04-09,,Open
T39354,P20808,A1098,U10293,2026-05-25,,In Progress
T39355,P20808,A1098,U10294,2026-06-06,2026-06-16,Completed
T39356,P20808,A1098,U10293,2026-05-19,2026-06-02,Completed
T39357,P20809,A1098,U10294,2026-04-27,,In Progress
T39358,P20809,A1098,U10294,2026-04-29,2026-05-05,Completed
T39359,P20809,A1098,U10293,2026-05-12,2026-05-30,Completed
T39360,P20809,A1098,U10293,2026-06-01,2026-06-12,Completed
T39361,P20810,A1098,U10296,2026-04-25,,In Progress
T39362,P20810,A1098,U10294,2026-04-23,,Open
T39363,P20810,A1098,U10293,2026-04-02,,In Progress
T39364,P20810,A1098,U10296,2026-04-22,,Open
T39365,P20811,A1098,U10295,2026-05-21,2026-05-25,Completed
T39366,P20811,A1098,U10294,2026-04-02,,In Progress
T39367,P20811,A1098,U10294,2026-06-15,2026-06-19,Completed
T39368,P20811,A1098,U10294,2026-04-04,2026-04-13,Completed
T39369,P20811,A1098,U10293,2026-04-01,,In Progress
T39370,P20811,A1098,U10295,2026-03-21,2026-03-21,Completed
T39371,P20811,A1098,U10295,2026-05-16,2026-06-04,Completed
T39372,P20811,A1098,U10294,2026-07-07,,Open
T39373,P20812,A1098,U10293,2026-05-24,2026-05-25,Completed
T39374,P20812,A1098,U10294,2026-05-15,,Open
T39375,P20812,A1098,U10294,2026-02-21,,Open
T39376,P20812,A1098,U10293,2026-04-15,,In Progress
T39377,P20812,A1098,U10294,2026-03-21,,In Progress
T39378,P20812,A1098,U10296,2026-02-13,,Open
T39379,P20813,A1098,U10293,2026-03-06,2026-03-16,Completed
T39380,P20813,A1098,U10293,2026-05-22,,In Progress
T39381,P20813,A1098,U10294,2026-02-22,2026-02-28,Completed
T39382,P20813,A1098,U10296,2026-02-18,2026-02-27,Completed
T39383,P20814,A1098,U10296,2026-02-26,,Open
T39384,P20814,A1098,U10294,2026-04-01,2026-04-09,Completed
T39385,P20814,A1098,U10295,2026-03-07,,In Progress
T39386,P20814,A1098,U10295,2026-06-05,,In Progress
T39387,P20815,A1098,U10294,2026-04-12,2026-04-18,Completed
T39388,P20815,A1098,U10295,2026-03-24,,Open
T39389,P20815,A1098,U10296,2026-01-30,,Open
T39390,P20815,A1098,U10296,2025-12-19,,Open
T39391,P20815,A1098,U10294,2026-01-02,,Open
T39392,P20815,A1098,U10295,2026-04-07,,Open
T39393,P20816,A1099,U10302,2026-07-07,2026-07-21,Completed
T39394,P20816,A1099,U10297,2026-03-29,2026-04-10,Completed
T39395,P20816,A1099,U10302,2026-03-17,2026-03-31,Completed
T39396,P20816,A1099,U10298,2026-07-03,,In Progress
T39397,P20816,A1099,U10298,2026-06-17,2026-06-23,Completed
T39398,P20816,A1099,U10302,2026-05-01,,In Progress
T39399,P20816,A1099,U10300,2026-03-20,2026-04-03,Completed
T39400,P20817,A1099,U10297,2026-05-27,,Open
T39401,P20817,A1099,U10301,2026-05-22,,In Progress
T39402,P20817,A1099,U10297,2026-04-26,2026-05-02,Completed
T39403,P20817,A1099,U10299,2026-07-08,,Open
T39404,P20817,A1099,U10302,2026-05-19,,In Progress
T39405,P20817,A1099,U10298,2026-06-15,2026-06-18,Completed
T39406,P20817,A1099,U10302,2026-04-12,,In Progress
T39407,P20817,A1099,U10297,2026-04-23,,Open
T39408,P20817,A1099,U10302,2026-06-04,2026-06-22,Completed
T39409,P20817,A1099,U10302,2026-07-02,2026-07-18,Completed
T39410,P20818,A1099,U10301,2026-02-09,2026-02-14,Completed
T39411,P20818,A1099,U10300,2026-05-01,,In Progress
T39412,P20818,A1099,U10300,2026-02-20,,Open
T39413,P20818,A1099,U10301,2026-02-09,2026-02-24,Completed
T39414,P20818,A1099,U10301,2026-04-29,2026-05-18,Completed
T39415,P20818,A1099,U10297,2026-03-11,,Open
T39416,P20818,A1099,U10299,2026-04-30,2026-05-10,Completed
T39417,P20819,A1099,U10302,2026-04-21,,In Progress
T39418,P20819,A1099,U10299,2026-03-23,2026-03-29,Completed
T39419,P20819,A1099,U10298,2026-03-10,,Open
T39420,P20819,A1099,U10299,2026-06-09,2026-06-25,Completed
T39421,P20819,A1099,U10298,2026-04-14,,In Progress
T39422,P20819,A1099,U10297,2026-04-29,,Open
T39423,P20820,A1100,U10303,2026-03-09,,Open
T39424,P20820,A1100,U10303,2026-04-11,,Open
T39425,P20820,A1100,U10303,2026-02-19,,Open
T39426,P20820,A1100,U10303,2026-06-05,,In Progress
T39427,P20821,A1100,U10303,2026-03-15,,In Progress
T39428,P20821,A1100,U10303,2026-01-18,,In Progress
T39429,P20821,A1100,U10303,2026-01-16,,Open
T39430,P20821,A1100,U10303,2026-03-05,2026-03-18,Completed
T39431,P20821,A1100,U10303,2026-03-08,,In Progress
T39432,P20821,A1100,U10303,2026-05-05,,Open
T39433,P20821,A1100,U10303,2026-01-28,,Open
T39434,P20821,A1100,U10303,2026-03-02,,In Progress
T39435,P20821,A1100,U10303,2026-03-03,,In Progress
T39436,P20821,A1100,U10303,2026-02-24,2026-02-26,Completed
T39437,P20822,A1100,U10303,2026-04-27,,In Progress
T39438,P20822,A1100,U10303,2026-06-19,,In Progress
T39439,P20822,A1100,U10303,2026-05-25,2026-06-03,Completed
T39440,P20823,A1100,U10303,2026-04-21,2026-04-23,Completed
T39441,P20823,A1100,U10303,2026-06-14,,Open
T39442,P20823,A1100,U10303,2026-06-13,,In Progress
T39443,P20823,A1100,U10303,2026-07-04,,Open
T39444,P20823,A1100,U10303,2026-05-11,,In Progress
T39445,P20823,A1100,U10303,2026-07-13,,In Progress
T39446,P20823,A1100,U10303,2026-05-22,2026-05-22,Completed
T39447,P20823,A1100,U10303,2026-04-27,,In Progress
T39448,P20823,A1100,U10303,2026-06-24,,In Progress
T39449,P20823,A1100,U10303,2026-06-13,,Open
T39450,P20823,A1100,U10303,2026-07-15,,In Progress
T39451,P20823,A1100,U10303,2026-05-03,2026-05-04,Completed
T39452,P20823,A1100,U10303,2026-04-10,,In Progress
T39453,P20823,A1100,U10303,2026-07-09,,In Progress
T39454,P20823,A1100,U10303,2026-04-23,2026-04-28,Completed
T39455,P20823,A1100,U10303,2026-06-03,,In Progress
T39456,P20823,A1100,U10303,2026-03-24,2026-03-28,Completed
T39457,P20823,A1100,U10303,2026-05-28,2026-06-01,Completed
T39458,P20823,A1100,U10303,2026-04-09,,In Progress
T39459,P20823,A1100,U10303,2026-06-19,2026-07-04,Completed
T39460,P20823,A1100,U10303,2026-06-28,2026-06-29,Completed
T39461,P20823,A1100,U10303,2026-03-30,2026-04-18,Completed
T39462,P20823,A1100,U10303,2026-07-03,2026-07-09,Completed
T39463,P20823,A1100,U10303,2026-07-11,,In Progress
T39464,P20823,A1100,U10303,2026-06-25,,Open
T39465,P20823,A1100,U10303,2026-06-15,,Open
T39466,P20823,A1100,U10303,2026-04-29,,Open
T39467,P20824,A1100,U10303,2026-02-04,2026-02-23,Completed
T39468,P20824,A1100,U10303,2026-02-10,2026-02-15,Completed
T39469,P20824,A1100,U10303,2026-02-10,,In Progress
T39470,P20824,A1100,U10303,2026-01-10,2026-01-15,Completed
T39471,P20824,A1100,U10303,2026-04-17,2026-05-03,Completed
T39472,P20824,A1100,U10303,2026-01-07,,Open
T39473,P20824,A1100,U10303,2026-03-23,2026-03-28,Completed
T39474,P20825,A1100,U10303,2026-02-05,2026-02-08,Completed
T39475,P20825,A1100,U10303,2026-03-31,2026-04-05,Completed
T39476,P20825,A1100,U10303,2025-12-24,,In Progress
T39477,P20825,A1100,U10303,2026-02-22,2026-02-28,Completed
T39478,P20825,A1100,U10303,2026-01-29,,Open
T39479,P20825,A1100,U10303,2026-02-10,2026-03-02,Completed
T39480,P20825,A1100,U10303,2026-02-06,,In Progress
T39481,P20825,A1100,U10303,2026-04-16,,In Progress
T39482,P20826,A1100,U10303,2026-06-22,,Open
T39483,P20826,A1100,U10303,2026-04-09,2026-04-28,Completed
T39484,P20826,A1100,U10303,2026-04-17,,Open
T39485,P20826,A1100,U10303,2026-03-10,,In Progress
T39486,P20827,A1100,U10303,2026-06-11,2026-06-11,Completed
T39487,P20827,A1100,U10303,2026-04-14,2026-04-14,Completed
T39488,P20827,A1100,U10303,2026-06-24,2026-07-09,Completed
T39489,P20827,A1100,U10303,2026-03-07,2026-03-11,Completed
T39490,P20827,A1100,U10303,2026-06-27,,Open
T39491,P20827,A1100,U10303,2026-04-24,,In Progress
T39492,P20828,A1100,U10303,2026-02-06,,Open
T39493,P20828,A1100,U10303,2026-04-11,2026-04-23,Completed
T39494,P20828,A1100,U10303,2026-05-09,,In Progress
T39495,P20828,A1100,U10303,2026-04-18,2026-05-04,Completed
T39496,P20828,A1100,U10303,2026-02-22,,Open
T39497,P20829,A1101,U10304,2026-02-18,,Open
T39498,P20829,A1101,U10304,2026-02-10,2026-02-10,Completed
T39499,P20829,A1101,U10304,2026-03-14,2026-03-21,Completed
T39500,P20829,A1101,U10304,2026-02-09,2026-02-22,Completed
T39501,P20829,A1101,U10304,2026-02-06,,In Progress
T39502,P20829,A1101,U10304,2026-02-12,2026-02-27,Completed
T39503,P20829,A1101,U10304,2026-03-29,,Open
T39504,P20829,A1101,U10304,2026-03-23,,In Progress
T39505,P20829,A1101,U10304,2026-05-18,2026-06-04,Completed
T39506,P20829,A1101,U10304,2026-03-26,,Open
T39507,P20829,A1101,U10304,2026-02-15,,Open
T39508,P20829,A1101,U10304,2026-05-18,,In Progress
T39509,P20830,A1101,U10304,2026-05-05,2026-05-25,Completed
T39510,P20830,A1101,U10304,2026-02-17,2026-02-26,Completed
T39511,P20830,A1101,U10304,2026-04-18,2026-05-03,Completed
T39512,P20830,A1101,U10304,2026-06-12,2026-06-20,Completed
T39513,P20830,A1101,U10304,2026-03-05,2026-03-15,Completed
T39514,P20830,A1101,U10304,2026-05-12,,Open
T39515,P20830,A1101,U10304,2026-04-27,,Open
T39516,P20830,A1101,U10304,2026-04-04,2026-04-23,Completed
T39517,P20830,A1101,U10304,2026-05-13,,Open
T39518,P20830,A1101,U10304,2026-05-19,,In Progress
T39519,P20830,A1101,U10304,2026-03-01,,Open
T39520,P20830,A1101,U10304,2026-04-19,,Open
T39521,P20830,A1101,U10304,2026-04-21,2026-05-09,Completed
T39522,P20830,A1101,U10304,2026-03-14,2026-03-18,Completed
T39523,P20830,A1101,U10304,2026-03-17,2026-04-02,Completed
T39524,P20830,A1101,U10304,2026-03-05,2026-03-09,Completed
T39525,P20830,A1101,U10304,2026-03-17,2026-03-19,Completed
T39526,P20830,A1101,U10304,2026-05-23,2026-05-26,Completed
T39527,P20830,A1101,U10304,2026-05-19,,Open
T39528,P20830,A1101,U10304,2026-04-09,2026-04-18,Completed
T39529,P20830,A1101,U10304,2026-06-10,2026-06-29,Completed
T39530,P20830,A1101,U10304,2026-03-02,2026-03-09,Completed
T39531,P20830,A1101,U10304,2026-03-17,,Open
T39532,P20830,A1101,U10304,2026-03-21,,Open
T39533,P20830,A1101,U10304,2026-03-12,,In Progress
T39534,P20830,A1101,U10304,2026-05-21,,Open
T39535,P20830,A1101,U10304,2026-05-12,2026-05-21,Completed
T39536,P20830,A1101,U10304,2026-03-31,,Open
T39537,P20830,A1101,U10304,2026-05-18,2026-06-01,Completed
T39538,P20830,A1101,U10304,2026-05-13,,In Progress
T39539,P20830,A1101,U10304,2026-05-03,2026-05-19,Completed
T39540,P20831,A1101,U10304,2026-05-31,2026-06-18,Completed
T39541,P20831,A1101,U10304,2026-07-17,,Open
T39542,P20831,A1101,U10304,2026-04-29,,Open
T39543,P20831,A1101,U10304,2026-07-01,2026-07-05,Completed
T39544,P20831,A1101,U10304,2026-05-06,,Open
T39545,P20831,A1101,U10304,2026-05-19,2026-05-30,Completed
T39546,P20832,A1101,U10304,2026-06-11,,In Progress
T39547,P20832,A1101,U10304,2026-04-06,2026-04-24,Completed
T39548,P20832,A1101,U10304,2026-06-21,,In Progress
T39549,P20832,A1101,U10304,2026-07-16,2026-07-17,Completed
T39550,P20832,A1101,U10304,2026-06-22,2026-07-04,Completed
T39551,P20832,A1101,U10304,2026-06-07,2026-06-08,Completed
T39552,P20832,A1101,U10304,2026-06-28,,Open
T39553,P20832,A1101,U10304,2026-04-13,,Open
T39554,P20833,A1101,U10304,2026-04-02,,In Progress
T39555,P20833,A1101,U10304,2026-03-11,,In Progress
T39556,P20833,A1101,U10304,2026-03-28,2026-04-17,Completed
T39557,P20833,A1101,U10304,2026-03-14,,In Progress
T39558,P20833,A1101,U10304,2026-06-24,2026-07-01,Completed
T39559,P20833,A1101,U10304,2026-03-30,,In Progress
T39560,P20833,A1101,U10304,2026-04-29,2026-05-09,Completed
T39561,P20833,A1101,U10304,2026-03-11,2026-03-29,Completed
T39562,P20833,A1101,U10304,2026-05-10,2026-05-25,Completed
T39563,P20834,A1101,U10304,2026-04-22,,Open
T39564,P20834,A1101,U10304,2026-02-16,,In Progress
T39565,P20834,A1101,U10304,2026-01-27,2026-02-16,Completed
T39566,P20834,A1101,U10304,2026-04-24,,Open
T39567,P20834,A1101,U10304,2026-04-17,,Open
T39568,P20834,A1101,U10304,2026-03-17,,Open
T39569,P20834,A1101,U10304,2026-02-23,,Open
T39570,P20834,A1101,U10304,2026-03-01,,In Progress
T39571,P20834,A1101,U10304,2026-01-30,,Open
T39572,P20834,A1101,U10304,2026-03-02,,Open
T39573,P20834,A1101,U10304,2026-03-23,,Open
T39574,P20834,A1101,U10304,2026-02-05,,Open
T39575,P20834,A1101,U10304,2026-03-13,2026-03-27,Completed
T39576,P20834,A1101,U10304,2026-01-18,2026-01-26,Completed
T39577,P20834,A1101,U10304,2026-03-27,2026-04-12,Completed
T39578,P20834,A1101,U10304,2026-05-01,2026-05-11,Completed
T39579,P20834,A1101,U10304,2026-02-15,2026-02-20,Completed
T39580,P20834,A1101,U10304,2026-02-04,2026-02-14,Completed
T39581,P20834,A1101,U10304,2026-04-16,,Open
T39582,P20834,A1101,U10304,2026-04-24,2026-05-09,Completed
T39583,P20835,A1101,U10304,2026-03-25,,Open
T39584,P20835,A1101,U10304,2026-02-25,,In Progress
T39585,P20835,A1101,U10304,2026-02-13,,Open
T39586,P20835,A1101,U10304,2026-03-11,,In Progress
T39587,P20835,A1101,U10304,2025-12-29,,Open
T39588,P20835,A1101,U10304,2026-03-12,2026-03-22,Completed
T39589,P20835,A1101,U10304,2026-03-24,2026-04-09,Completed
T39590,P20836,A1101,U10304,2026-02-03,,Open
T39591,P20836,A1101,U10304,2026-01-09,2026-01-20,Completed
T39592,P20836,A1101,U10304,2026-02-24,,Open
T39593,P20836,A1101,U10304,2026-03-24,2026-03-24,Completed
T39594,P20837,A1102,U10305,2026-06-09,,Open
T39595,P20837,A1102,U10305,2026-04-17,,Open
T39596,P20837,A1102,U10305,2026-04-13,2026-04-20,Completed
T39597,P20837,A1102,U10305,2026-05-29,,In Progress
T39598,P20837,A1102,U10305,2026-07-16,,Open
T39599,P20837,A1102,U10305,2026-04-15,2026-04-18,Completed
T39600,P20837,A1102,U10305,2026-06-10,2026-06-19,Completed
T39601,P20837,A1102,U10305,2026-04-17,2026-04-28,Completed
T39602,P20837,A1102,U10305,2026-05-10,2026-05-24,Completed
T39603,P20837,A1102,U10305,2026-05-26,2026-06-12,Completed
T39604,P20837,A1102,U10305,2026-07-30,,Open
T39605,P20837,A1102,U10305,2026-04-11,2026-04-27,Completed
T39606,P20837,A1102,U10305,2026-04-24,,In Progress
T39607,P20837,A1102,U10305,2026-05-21,2026-06-06,Completed
T39608,P20837,A1102,U10305,2026-04-25,,In Progress
T39609,P20837,A1102,U10305,2026-04-19,2026-04-26,Completed
T39610,P20837,A1102,U10305,2026-07-09,2026-07-09,Completed
T39611,P20837,A1102,U10305,2026-04-26,,Open
T39612,P20837,A1102,U10305,2026-07-03,,Open
T39613,P20837,A1102,U10305,2026-07-05,2026-07-16,Completed
T39614,P20837,A1102,U10305,2026-06-07,,Open
T39615,P20837,A1102,U10305,2026-06-16,2026-06-20,Completed
T39616,P20838,A1102,U10305,2026-05-12,,In Progress
T39617,P20838,A1102,U10305,2026-06-19,2026-07-05,Completed
T39618,P20838,A1102,U10305,2026-05-07,,Open
T39619,P20838,A1102,U10305,2026-03-07,,Open
T39620,P20838,A1102,U10305,2026-06-11,2026-06-28,Completed
T39621,P20838,A1102,U10305,2026-04-16,,In Progress
T39622,P20838,A1102,U10305,2026-05-09,,In Progress
T39623,P20838,A1102,U10305,2026-03-30,,Open
T39624,P20838,A1102,U10305,2026-05-28,2026-06-13,Completed
T39625,P20838,A1102,U10305,2026-03-22,2026-04-02,Completed
T39626,P20838,A1102,U10305,2026-03-21,,Open
T39627,P20838,A1102,U10305,2026-03-13,2026-03-18,Completed
T39628,P20838,A1102,U10305,2026-05-21,2026-06-10,Completed
T39629,P20838,A1102,U10305,2026-06-18,2026-07-07,Completed
T39630,P20838,A1102,U10305,2026-03-29,,Open
T39631,P20838,A1102,U10305,2026-06-16,2026-06-20,Completed
T39632,P20838,A1102,U10305,2026-05-09,,Open
T39633,P20838,A1102,U10305,2026-06-29,2026-07-18,Completed
T39634,P20838,A1102,U10305,2026-04-24,,In Progress
T39635,P20839,A1102,U10305,2026-06-27,2026-07-03,Completed
T39636,P20839,A1102,U10305,2026-04-14,2026-04-15,Completed
T39637,P20839,A1102,U10305,2026-04-30,2026-05-09,Completed
T39638,P20839,A1102,U10305,2026-04-28,,Open
T39639,P20840,A1102,U10305,2026-07-17,2026-08-02,Completed
T39640,P20840,A1102,U10305,2026-05-16,2026-05-31,Completed
T39641,P20840,A1102,U10305,2026-05-22,2026-06-01,Completed
T39642,P20840,A1102,U10305,2026-04-10,2026-04-19,Completed
T39643,P20841,A1102,U10305,2026-02-08,,Open
T39644,P20841,A1102,U10305,2026-02-17,,In Progress
T39645,P20841,A1102,U10305,2026-03-12,,Open
T39646,P20841,A1102,U10305,2026-05-09,2026-05-26,Completed
T39647,P20841,A1102,U10305,2026-05-04,,Open
T39648,P20841,A1102,U10305,2026-03-19,2026-03-25,Completed
T39649,P20841,A1102,U10305,2026-06-06,2026-06-25,Completed
T39650,P20842,A1103,U10307,2026-03-04,,Open
T39651,P20842,A1103,U10306,2025-12-26,2025-12-27,Completed
T39652,P20842,A1103,U10307,2026-03-24,2026-04-06,Completed
T39653,P20842,A1103,U10308,2026-01-04,,Open
T39654,P20842,A1103,U10309,2026-01-05,2026-01-20,Completed
T39655,P20843,A1103,U10309,2026-04-14,2026-04-19,Completed
T39656,P20843,A1103,U10306,2026-04-06,,Open
T39657,P20843,A1103,U10307,2026-04-12,2026-04-19,Completed
T39658,P20843,A1103,U10308,2026-02-18,2026-02-23,Completed
T39659,P20843,A1103,U10309,2026-03-22,2026-04-04,Completed
T39660,P20843,A1103,U10310,2026-02-18,2026-03-08,Completed
T39661,P20843,A1103,U10307,2026-01-23,,Open
T39662,P20843,A1103,U10310,2026-01-30,2026-02-10,Completed
T39663,P20843,A1103,U10308,2026-01-08,,Open
T39664,P20843,A1103,U10309,2026-01-27,2026-02-04,Completed
T39665,P20843,A1103,U10307,2026-01-16,,Open
T39666,P20843,A1103,U10307,2026-04-23,2026-05-05,Completed
T39667,P20843,A1103,U10309,2026-01-14,2026-02-01,Completed
T39668,P20843,A1103,U10309,2026-04-29,2026-05-03,Completed
T39669,P20844,A1103,U10307,2026-01-17,2026-01-31,Completed
T39670,P20844,A1103,U10308,2026-01-09,,Open
T39671,P20844,A1103,U10306,2026-03-18,2026-03-26,Completed
T39672,P20844,A1103,U10309,2026-03-29,,Open
